Index,Headline
103,"
सिटिजन्स बैंकद्वारा अस्पताल र क्याम्पसलाई सहयोग"
104,"
सोमबार २८ अर्ब ५० करोड रुपैयाँ बराबरको ट्रेजरी बिल जारी गर्दै राष्ट्र बैंक"
105,"
सांग्रिला डेभलपमेन्ट बैंकद्वारा निर्धन उत्थान सन्जिवनी स्वास्थ्य प्रतिष्ठानलाई आर्थिक सहयोग"
106,"
गरिमा विकास बैंकको ३ लाख ८२ हजारभन्दा बढी कित्ता संस्थापक शेयर बिक्रीमा"
107,"
एभरेष्ट बैंकको १० वर्षे अवधिको ऋणपत्र परिपक्क"
108,"
आज कुन देशको मुद्राको नेपाली कतिमा हुँदैछ कारोबार ? थाहा पाउनुहोस् मूल्यसूची"
109,"
आज कुन देशको मुद्राको कतिमा हुँदैछ कारोबार, यस्तो छ मूल्यसूची"
110,"
वित्तीय क्षेत्रका चुनौतीबारे गभर्नर र विश्व बैंक दक्षिण एसियाका उपाध्यक्षबीच छलफल"
111,"
नबिल बैंकका ग्राहकले ल्याण्डमार्क होटलमा छुट पाउने"
112,"
ग्लोबल आइएमई बैंकका ग्राहकलाई लुम्बिनी केवलकारको टिकटमा १० प्रतिशत क्यासब्याक"
113,"
नेशनल माइक्रोफाइनान्स लघुवित्तको बोनस शेयर सूचीकृत"
114,"
माछापुच्छ्रे बैंक र केएफसी आउटलेटबीच व्यवसायिक सहकार्यको सम्झौता"
115,"
यस्तो छ देशको आर्थिक तथा वित्तीय स्थिति (पूर्णपाठसहित)"
116,"
सिटिजन्स बैंक देवीघाट शाखाद्वारा क्युआर कोर्ड भएको चन्दा बाकस वितरण"
117,"
कामना सेवा बैंकद्वारा बालबालिकाहरुलाई वित्तीय साक्षरता कार्यक्रम सम्पन्न"
118,"
एनएमबि बैंकले दराजका बिक्रेताहरुलाई बिना धितो कर्जा प्रदान गर्ने"
119,"
कामना सेवा विकास बैंकद्धारा सयपत्री भान्सा घर र मुस्ताङ्ग होटल बुटवलबीच सम्झौता"
120,"
कामना सेवा विकास बैंक र भ्याली स्टेट कलेजबीच सम्झौता"
121,"
कुमारी बैंकको संस्थापक शेयर सर्वसाधारणले खरीद गर्न पाउने"
122,"
ज्योति विकास बैंकद्वारा कार्डलेस नगद झिक्ने  सेवाको सुरुवात"
123,"
आज १६५ नाघ्यो बेलायती डलरको बिक्री मूल्य, अरु कुन देशको कति छ ?"
124,"
महालक्ष्मी कर्पोरेट क्रिकेट लिग २०२३ सम्पन्न, विजेता प्राइम कमर्सियल बैंक"
125,"
मेटलाइफद्वारा बीमा शुल्क भुक्तानी संकलनका लागि त्रिपक्षीय सम्झौता"
126,"
ग्लोबल आइएमई बैंक इन्फोसिस फिनाकल इनोभेसन अवार्ड २०२३ बाट सम्मानित"
127,"
लुम्बिनी विकास बैंकको ऋणपत्रमा आवेदन दिने अन्तिम दिन आज"
128,"
ज्योति विकास बैंकद्वारा कार्डलेस सेवाको सुरुवात"
129,"
विश्व बैंकले भारतको आर्थिक वृद्धिदर घटायो"
130,"
बेलायती पाउण्ड र अष्ट्रेलियन डलरको भाउ बढ्यो, यस्तो छ कारोबार मूल्य"
131,"
तीन अर्ब बराबरको ऋणपत्र जारी गर्दै सिटिजन्स बैंक, बिक्री प्रबन्धकमा हिमालयन क्यापिटल"
132,"
आशा लघुवित्तले पायो राष्ट्र उत्थान लघुवित्तलाई प्राप्ति गर्न सहमति"
133,"
समता घरेलु लघुवित्त वित्तीयले बीमा दावीको रकम भुक्तानी गर्यो"
134,"
आज बेलायती पाउण्ड र अष्ट्रेलियन डलरको भाउ बढ्यो, कुन देशको कतिमा कारोबार ?"
135,"
ग्लोबल आईएमई बैंकको ५० लाख कित्ता ऋणपत्र सूचीकृत"
136,"
महालक्ष्मी कर्पोरेट क्रिकेट लिग २०२३ को उपाधि प्राइम बैंकलाई"
137,"
सिटिजन्स बैंकका ग्राहकले नयाँ बानेश्वर मल्टीप्लेक्स सेन्टरमा छुट पाउने"
138,"
बजेटबाट घायल बैंकहरुलाई राष्ट्र बैंकको मल्हम, जारी गर्यो नयाँ परिपत्र"
139,"
आज थाहा पाउनुहोस्, कुन देशको मुद्रा कतिमा हुँदैछ कारोबार ?"
140,"
ग्लोबल आइएमई बैंकले वृक्षारोपण गरी मनायो विश्व वातावरण दिवस"
141,"
व्यापारी खुसी पार्ने मौद्रिक नीति ल्याउने गभर्नरको संकेत"
142,"
मौद्रिक नीति निर्माणमा लाग्यो राष्ट्र बैंक, कसिलो नै आउला वा लचिलो ?"
143,"
महालक्ष्मी कर्पोरेट क्रिकेट लिग २०२३ का थप १२ खेल सम्पन्न"
144,"
सिटिजन्स बैंकद्वारा विश्व वातावरण दिवसको उपलक्ष्यमा ‘बृहत वृक्षारोपण’ सम्पन्न"
145,"
कुमारी बैंकले १४ लाख ९० हजार कित्ता संस्थापक शेयर सर्वसाधारणले किन्न पाउने"
146,"
एनआईसी एशिया बैंकका ग्राहकले कान्तिपुर डेन्टल कलेज टिचिङ हस्पिटलमा विशेष छुट पाउने"
147,"
महालक्ष्मी कर्पोरेट क्रिकेट लिग २०२३ का १० खेल सम्पन्न"
148,"
आज घट्यो विदेशी मुद्राको नेपाली मूल्य, कुन देशको कतिमा हुँदैछ कारोबार ?"
149,"
नबिल बैंकले ल्यायो ‘नबिल दिगो घर कर्जा’"
150,"
गभर्नर अधिकारीसमक्ष अध्ययन प्रतिवेदन हस्तान्तरण"
151,"
व्यवसाय प्रवद्र्धन गर्न राष्ट्रिय वाणिज्य बैंक र नेपाल टेलिभिजनबीच सम्झौता"
152,"
राष्ट्र बैंकले ३० अर्ब ८७ करोड रुपैयाँ बराबरको ट्रेजरी बिल जारी गर्ने"
153,"
दुई कम्पनीको २९ हजारभन्दा बढी कित्ता संस्थापक शेयर विक्रीमा"
154,"
सिटिजन्स बैंकको संस्थापक शेयर सर्वसाधारणले खरिद गर्न पाउने"
155,"
सांग्रिला डेभलमेन्ट बैंकको साइकल ¥याली"
156,"
आज कुन देशको मुद्राको नेपाली मूल्य कति छ ?"
157,"
आज अष्ट्रेलियन डलर र बेलायती पाउण्डको मूल्य बढ्यो"
158,"
लुम्बिनी विकास बैंकको ऋणपत्र खरिदका लागि म्याद थप"
159,"
आज बेलायती पाउण्डको मूल्य बढ्यो, अमेरिकी डलरको घट्यो"
160,"
कामना सेवा विकास बैंक र प्रारम्भ ड्राईभिङ्ग स्कुलबीच सम्झौता"
161,"
नबिल बैंकले खोल्यो एकैचोटी ३८ नयाँ शाखा"
162,"
महालक्ष्मी बैंकद्धारा ‘महालक्ष्मी कर्पोरेट क्रिकेट लिग–२०२३, श्रृङखला २’ को आयोजना"
163,"
ग्लोबल आइएमई र बिओके क्यापिटल मर्जरमा जाने"
164,"
सनराइज बैंकको एक लाख कित्ता भन्दाबढी संस्थापक शेयर विक्रीमा"
165,"
आज कुन देशको मुद्रा कतिमा हुँदैछ कारोबार ? हेर्नुहोस् मूल्यसूची"
166,"
विश्व बैंकले १५ अर्ब ८७ करोड ३३ लाख ६० हजार सहुलियत पूर्ण ऋण दियो"
167,"
विश्व बैंकद्वारा नेपाललाई १८ अर्ब ऋण र अनुदान सहयोग"
168,"
एनआईसी एशिया बैंकको सेवा थापाथली र पशुपति बहुमुखी क्याम्पसमा"
169,"
बृहत साइकल र्याली गर्दै सांग्रिला बैंक, भाग्यमानी एकले साइकल उपहार पाउने"
170,"
सिटिजन्स बैंकको नयाँ शाखा काँडाघारीमा"
171,"
असार ३ गते सनराइज बैंकसँगको मर्जर सम्झौतालाई अन्तिम रूप दिदैं लक्ष्मी बैंक"
172,"
प्रतिकित्ता ११० मा कुमारी बैंकको संस्थापक शेयर बिक्रीमा"
173,"
युनिक नेपाल लघुवित्तको शेयरमा आवेदन दिने आज अन्तिम दिन"
174,"
आज पाउण्डको मूल्य १६४ नाघ्यो, अरु कुन देशको कतिमा हुँदैछ कारोबार ?"
175,"
सनराइज बैंकद्वारा वीरेन्द्रनगरमा ५ दिने दुग्ध उत्पादन सिपमुलक तालिम संचालन"
176,"
महोत्तरीमा बैंकबाट दिउँसै ३८ लाख रुपैयाँ लुटियो"
177,"
एनआईसी एशिया बैंकको स्वामित्वमा रहेको दुई कम्पनीको संस्थापक शेयर सर्वसाधारणमा जारी"
178,"
लुम्बिनी विकास बैंकको एक अर्ब बराबरको ऋणपत्र निष्काशनमा"
179,"
'मर्जर तथा एक्विजिशनमा गएका वित्तीय संस्थालाई सरकारले दियो धोका'"
180,"
आज विदेशी मुद्रा कुन देशको कति छ नेपाली मूल्य ?"
181,"
ब्याज अनुदानका लागि ११ अर्ब ५९ करोड रुपैयाँ विनियोजन"
182,"
हुलाक बचत बैंक खारेज"
183,"
प्रभु स्मार्ट फण्डको बैशाखमा लगानीमूल्य बढ्यो"
184,"
ग्लोबल आइएमई ब्यालेन्स फण्ड–१ को प्रति इकाई खुद मूल्यमा कमि"
185,"
आज कुन देशको मुद्रा कतिमा हुँदैछ किनबेच ? यस्तो छ मूल्यसूची"
186,"
बढ्दै वित्तीय पहुँच, पाँच करोडभन्दा बढी बैंक खाता"
187,"
१८ हजार १६५ जना ऋणी कालो सूचीमा परे"
188,"
सांग्रिला डेभलपमेन्टको संस्थापक शेयर सर्वसाधारणमा जारी"
189,"
सानिमा बैंकको नयाँ शाखा नवलपरासीको सुनवलमा सञ्चालन"
190,"
राष्ट्र बैंकले २९ अर्ब १३ करोड रुपैयाँ बराबरको ट्रेजरी बिल जारी गर्ने"
191,"
कुमारी बैंकको करिब १५ लाख कित्ता संस्थापक शेयर बिक्रीमा"
192,"
आइएमई पे मार्फत ‘केटिएम बबल टि’ मा फोनपेबाट भुक्त्तानी गर्दा छुट पाइने"
193,"
१३२ रुपैयाँ नाघ्यो अमेरिकी डलरको मूल्य, अरु कुन देशको कति पुग्यो ?"
194,"
आज कुन देशको मुद्रा कतिमा हुँदैछ कारोबार ? यस्तो छ मूल्यसूची"
195,"
उद्यम व्यवसाय प्रवद्र्धन गर्न सिटिजन्स बैंकले गर्यो त्रिपक्षीय सम्झौता"
196,"
सांग्रिला डेभलपमेन्ट बैंकद्वारा साइकल र्‍यालीको आयोजना"
197,"
डिजिटल वालेट प्रयोग गरि रकम चोरीका घटना बढे"
198,"
कामना सेवा विकास बैंकको २ लाख ४४ हजारभन्दा बढी कित्ता संस्थापक शेयर सर्वसाधारणमा जारी"
199,"
मर्जर प्रस्ताव पारितका लागि सनराइज बैंकले बोलायो साधारण सभा"
200,"
आज कुन देशको मुद्रा कतिमा हुँदैछ कारोबार ? यस्तो छ मूल्यसूची"
201,"
सिटिजन्स बैंक र रन्जना सिनेप्लेक्सबीच सम्झौता, ग्राहकले विशेष छुट पाउने"
202,"
वाणिज्य बैंकहरुले तिर्ने आयकर ८७.३७ प्रतिशतले घट्यो"
203,"
राष्ट्रिय वाणिज्य बैंकले दियो राष्ट्रिय क्रिकेट टिमका खेलाडीलाई एक एक लाख"
204,"
आज कुन देशको मुद्राको नेपाली मूल्य कति छ ? थाहा पाउनुहोस् विनिमयदर"
205,"
राष्ट्र बैंकले गर्यो चार विकास बैंकलाई कारबाही"
206,"
एक सातामा वाणिज्य बैंकहरुमा थपियो १२ अर्ब निक्षेप"
207,"
लक्ष्मी बैंक र सनराइज बैंकबीच मर्जरको अन्तिम सम्झौता"
208,"
लक्ष्मी र सनराइज बैंकबीच आज मर्जर सम्झौता हुँदै"
209,"
सानिमा बैंकको नयाँ शाखा अब लमजुङ्गको बेसीशहरमा"
210,"
राष्ट्र बैंकले ३४ अर्ब २० करोड रुपैयाँ बराबरको ट्रेजरी बिल जारी गर्ने"
211,"
मुक्तिनाथ विकास बैंकका ग्राहकले अरोगिन हेल्थ केयरमा विशेष छुट पाउने"
212,"
दुई वाणिज्य बैंकको ५ लाखभन्दा बढी कित्ता संस्थापक शेयर विक्रीमा"
213,"
आज कुन देशको मुद्रामा कति घटीबढी भयो ? यस्तो छ मूल्यसूची"
214,"
महालक्ष्मी विकास बैंकको वार्षिकोत्सव सम्पन्न"
215,"
सिटिजन्स बैंकको मोबाइल बैंकिङ्ग एपमा थप नँया सुविधा"
216,"
सांग्रिला डेभलपमेन्ट बैंकका ग्राहकले चिरायु नेशनल हस्पिटलमा छुट पाउने"
217,"
बैंक तथा वित्तीय बिषयमा छुट्टै पाठ्यक्रम निर्माण गर्न सिबिफिन र पूर्वाञ्चल विश्वविद्यालयवीच सम्झौता"
218,"
लघुवित्तको खराब कर्जा १४१.५४ प्रतिशतले बढ्दा दुई वटाको घट्यो"
219,"
लुम्बिनी बैंकले जेठ १६ गतेदेखि एक अर्ब बराबरको ऋणपत्र निष्काशन गर्ने"
220,"
आज कतिमा कारोबार हुँदैछ विदेशी मुद्रा ? यस्तो छ मूल्यसूची"
221,"
बैंक खाता खोल्न अनिवार्य राष्ट्रिय परिचय पत्र चाहिने !"
222,"
वित्तीय संस्थाका बचतकर्ताको हित संरक्षण गरिने"
223,"
सनराइज बैंकद्वारा घोडाघोडी बहुमुखी क्याम्पसमा फिल्टर हस्तान्तरण"
224,"
सिटिजन्स बैंक र अरोगिन हेल्थ केयरबीच सम्झौता, ग्राहकले विशेष छुट पाउने"
225,"
मितेरी डेभलपमेन्ट बैंकको बोनस शेयर सूचीकृत"
226,"
सनराइज बैंकद्वारा चुरे र डडेल्धुरा बजारमा प्रहरी बिट निर्माण"
227,"
हिमालयन बैंकद्धारा चाइल्ड हेल्थलाई २० लाख आर्थिक सहयोग"
228,"
मुक्तिनाथ विकास बैंकका ग्राहकले पोखराको कास्की मोडेल हस्पिटलमा विशेष छुट पाउने"
229,"
आज अमेरिकी डलरको भाउ बढ्दा बेलायती पाउण्ड भने घट्यो"
230,"
बैंक तथा वित्तीय संस्थाका लागि नयाँ निर्देशन जारी, यस्तो छ व्यवस्था"
231,"
सिटिजन्स बैंकका ग्राहकलाई विभिन्न संघ संस्थामा विशेष छुट"
232,"
दुई कम्पनीको ४९ लाख कित्ताबढी बोनस शेयर सूचीकृत"
233,"
आज बेलायती पाउण्डको मूल्य बढ्यो, अरु देशको कहाँको के छ अवस्था ?"
234,"
सिद्धार्थ बैंकले ७ अर्ब २३ करोड आईएफसीबाट ऋण ल्याउने"
235,"
सनराइज बैंकद्वारा धनगढीमा विभिन्न सहयोग हस्तान्तरण"
236,"
कामना सेवा बैंकका ग्राहकले एरोजिन हेल्थ केयर एण्ड रिसर्चमा छुट पाउने"
237,"
राष्ट्र बैंकद्धारा ‘भुक्तानी तथा फर्छौट विनियमावली २०७७’ संशोधन (विस्तृतसहित)"
238,"
ब्याजदर घटाउन निर्देशन दिएका छौँ, आगामी दिनमा घट्दै जान्छः मिश्र"
239,"
बैंकहरुले उत्पादन बढाउने परियोजनामा कर्जा लगानी गर्न चाहेका छन्: केसी"
240,"
एनआईसी एशिया बैंकको ३ लाख ४५ हजारभन्दा बढी कित्ता संस्थापक शेयर सर्वसाधारणमा जारी"
241,"
सिटिजन्स बैंकका ग्राहकले दृश्य लाउन्जमा १५ प्रतिशत छुट पाउने"
242,"
ऋणीको जग्गामा हडपेर भवन बनाउँदै एनआईसी एसिया बैंक"
243,"
आज अमेरिकी डलर र युरोको भाउ बढ्यो, कतिमा हुँदैछ कारोबार ?"
244,"
नेप्सेमा थपियो चार कम्पनीको ४३ लाख ५६ हजार कित्ता बोनस शेयर"
245,"
सनराइज बैंकको शाखारहित बैंकिङ्ग सेवा गौरीगंगा कुचैनीमा"
246,"
प्रभु र सेञ्चुरी क्यापिटलको एकीकृत कारोबार शुरू"
247,"
ज्योति विकासले बैंकले वितरण गर्यो बोनस शेयर"
248,"
कामना सेवा विकास बैंकको १६ औं वार्षिक साधारणसभा सम्पन्न"
249,"
आज बेलायती पाउण्डको मूल्य घट्यो, कुन देशको कतिमा हुँदैछ कारोबार ?"
250,"
राष्ट्र बैंकले सोमबार २४ अर्ब ७४ करोड रुपैयाँ भन्दाबढीको ट्रेजरी बिल जारी गर्ने"
251,"
आज कुन देशको मुद्रा कतिमा हुँदैछ कारोबार ? हेर्नुहोस् मूल्यसूची"
252,"
'तत्काल कर्जाको ब्याजदर घटने सम्भावना न्युन'"
253,"
आएन अर्थमन्त्रीले सोचेजस्तो मौद्रिक नीति, अर्थ मन्त्रालय र राष्ट्र बैंकबीच दुरी बढ्न सक्ने"
254,"
नीतिगत सुधार रातारात हुँदैनः श्रेष्ठ"
