Index,Headline
57,"
प्रभु लाइफको सक्सेस मन्त्र फर लाइफ इन्स्योरेन्स सेल्स कार्यक्रम सम्पन्न"
58,"
राष्ट्रिय बीमा कम्पनीको साधारण सभा जेठ ३१ गते, बुक क्लोज कहिले ?"
59,"
तीन बीमा कम्पनीको शेयर कारोबार १५ दिनका लागि  रोक्का"
60,"
स्वास्थ्य बीमा गर्नेको संख्या ६६ लाख नाघ्यो, २८ अर्ब बढी दावी भुक्तानी"
61,"
बीमाको पहुँच ४४.५५ प्रतिशत जनसंख्यामा पुग्यो, घटे कार्यालय र कर्मचारी"
62,"
नेपाल लाइफ इन्स्योरेन्स २३ औं वर्षमा प्रवेश"
63,"
आइएमई जनरल र प्रुडेन्सियल इन्स्योरेन्सले बैशाख २७ गतेदेखि एकिकृत कारोबार सुरु गर्ने"
64,"
जीवन बीमा कम्पनीको व्यवसाय बढ्यो, एक महिनामै उठाए ११ अर्ब बीमाशुल्क"
65,"
आईपीओ जारी गर्न लागेको आईएमई लाइफको नाफा करिब ७९ प्रतिशत बढ्यो"
66,"
मजदुरको बीमा गर्दै ‘रामपुर नगरपालिका’"
67,"
सिटिजन लाइफ इन्स्योरेन्सले तेस्रो त्रैमाससम्म कमायो १५ करोडभन्दा बढी नाफा"
68,"
एशियन लाईफ इन्स्योरेन्सको वार्षिक साधारण सभा सम्पन्न, बोनस वितरणको प्रस्ताव पारित"
69,"
नेपाल पुनर्बीमा कम्पनीद्धारा लाभांश घोषणा, बोनस कति ?"
70,"
महालक्ष्मी लाइफको नयाँ बोनसदर सार्वजनिक, कुन योजनामा कति ?"
71,"
एलआइसीको नयाँ अध्यक्षमा सिद्धार्थ मोहन्ती"
72,"
विदेशमा मृत्यु भएका मोहनको परिवारलाई गुराँस लाइफले दियो १३ लाख"
73,"
मेटलाइफद्धारा ‘हेलो बिमा’ कमिक्स भिडियो सार्वजनिक"
74,"
नेपाल पुनर्बीमा कम्पनीले मुद्दती निक्षेपमा लगानी गर्ने"
75,"
बीमा कम्पनीको चुक्ता पुँजी पुर्याउने समय असार मसान्तसम्म"
76,"
सूर्यज्योति लाइफले जेठ ४ गते बोलायो साधारण सभा"
77,"
आईएमई लाईफ इन्स्योरेन्सद्वारा सम्पति शुद्धिकरण तालिम प्रदान"
78,"
प्राइम र यूनियन लाइफ इन्स्योरेन्सको परिवर्तित शेयर संरचना अभिलेख"
79,"
एशियन लाइफ इन्स्योरेन्सको शेयरमूल्य समायोजन"
80,"
नेपाल लाइफको वार्षिकोत्सवको अवसरमा क्यास व्याक अफर सार्वजनिक"
81,"
यूनियन लाइफ इन्स्योरेन्सको विशेष साधारण सभा सम्पन्न, मर्जर प्रस्ताव पारित"
82,"
बीमा कम्पनीको पुँजी वृद्धि गर्ने समय असार मसान्तसम्म, कतिको पुगेन ?"
83,"
करबापतको रकम जम्मा गर्न यूनियन लाइफको अनुरोध"
84,"
चामुण्डा माई जात्रामा प्रभु लाइफको सहयोग"
85,"
नेशनल लाईफ इन्स्योरेन्सद्धारा लाभांश प्रस्ताव"
86,"
आइएमई जनरल र प्रुडेन्सियल इन्स्योरेन्सलाई एकिकृत कारोबारका लागि प्राधिकरणले दियो स्वीकृति"
87,"
आइएमई पे बाट सजिलै आइएमई लाईफको बीमा पोलिसी नविकरण गर्न सकिने"
88,"
सिटिजन लाइफ इन्स्योरेन्सको सुनौलो एक सय दिन कार्यक्रम शुरु"
89,"
एशियन लाइफले बोलायो साधारण सभा, लाभांश पारित गर्ने"
90,"
सबै जिम्मा सरकारले लिन सक्दैन, जोखिम लिने काम बीमा कम्पनीको होः अध्यक्ष सिलवाल"
91,"
मेटलाइफ फाउन्डेसन र स्वावलम्बन विकास केन्द्र नेपालबीच सहकार्य"
92,"
स्थानीय तहले आर्थिक सहायता बन्द गरेर सबैको बीमा गर्नुपर्छः अध्यक्ष सिलवाल"
93,"
प्राइम लाइफले मर्जर प्रस्ताव वैशाख ६ गते पारित गर्ने"
94,"
मर्जर प्रस्ताव पारितका लागि युनियन लाइफले बोलायो विशेष साधारण सभा"
95,"
सिटिजन लाइफद्वारा ज्येष्ठ नागरिक दिवा सेवा र फिजियोथेरापी सेवा कार्यको लागी आर्थिक सहयोग"
96,"
प्रभु लाइफद्वारा एक हप्तामै मृत्यु दावी भुक्तानी"
97,"
नेशनल लाईफको नयाँ बोनस दर सार्वजनिक"
98,"
नेपाल लाइफद्वारा नयाँ वर्षको क्यालेन्डर सार्वजनिक"
99,"
बीमाका लागि बढ्दैछन् व्यक्ति हत्या, दोषी को ?"
100,"
अन्तराष्ट्रिय बीमा प्रशिक्षकद्वारा नेपाल लाइफका ४०० बढी अभिकर्ता प्रशिक्षित"
101,"
शिखर इन्स्योरेन्सका शेयरधनीको हितग्राही खातामा बोनस शेयर जम्मा"
102,"
लघुबीमाबाट मात्रै कम्पनीहरूले संकलन गरे डेढ अर्ब भन्दा बढी शुल्क"
103,"
गुराँस लाइफले प्रस्तावित १३.२७ प्रतिशत बोनस शेयर बैशाख ६ गते पारित गर्ने"
104,"
गुराँस लाइफ इन्स्योरेन्सको नयाँ बोनसदर सार्वजनिक"
105,"
नेपाल लाइफका अभिकर्तालाई प्रशिक्षण सम्पन्न"
106,"
सानिमा रिलायन्स लाइफ इन्स्योरेन्सको सिईओ बने शिवनाथ पाण्डे, बीमा प्राधिकरणले दियो स्वीकृति"
107,"
प्रभु लाइफको ‘सक्सेस मन्त्र फर लिडरसिप’ कार्यक्रम सम्पन्न"
108,"
गुँरास लाइफले १३ प्रतिशत बोनस शेयर दिने"
109,"
खाद्यान्न बाली सम्बन्धी नयाँ बीमालेख जारी, बीमितले पनि दुई लाख पाउने"
110,"
प्रिमियम मूल्यमा आईपीओ जारी गर्दै सिटिजन लाइफ"
111,"
दुई कम्पनीको शेयर कारोबार १५ दिन रोक्का"
112,"
प्रिमियम मूल्यमा आईपीओ जारी गर्ने तयारीमा रहेको सन नेपाल लाइफले बोलायो साधारण सभा"
113,"
सानिमा र रिलायन्स लाईफको एकिकृत कारोबार चैत ९ गतेदेखि शुरु"
114,"
मर्जर प्रस्ताव पारितका लागि आइएमई जनरल र प्रुडेन्सियल इन्स्योरेन्सले बोलाए विशेष साधारण सभा"
115,"
आईएमई लाइफ इन्स्योरेन्सको वार्षिक साधारण सभा सम्पन्न"
116,"
बीमा बजारको दिगो वृद्धिको पहिलो शर्त नै व्यावसायिक अभिकर्ता"
117,"
प्रिमियममा आईपीओ निष्कासन गर्न सिटिजन लाइफले दियो बोर्डमा निवेदन"
118,"
रियानलाई जन्मदिनमा प्रभु लाइफको जीवन बीमा उपहार"
119,"
स्वास्थ्य बीमा बोर्डले गर्यो ८ अर्ब बढी दावी भुक्तानी"
120,"
सिटिजन लाइफले अधिकतम ७५ प्रतिशतसम्म बोनस दर दिने"
121,"
तीन कम्पनीको शेयरमूल्य समायोजन"
122,"
प्राइम लाइफको संस्थापक तर्फको ९ प्रतिशत शेयर सर्वसाधारणमा परिणत हुने"
123,"
सूर्यज्योति लाइफले यस वर्ष लाभांश वितरण नगर्ने"
124,"
आईपीओ निष्कासन गर्न आइएमई लाइफले बोर्डमा दियो निवेदन"
125,"
विवाह वर्षगाँठको अवसरमा जीवन बीमा पोलिसी उपहार"
126,"
बीमा पोलिसी त्याग्नेको संख्या एक महिनामा ५१ प्रतिशतले बढ्यो"
127,"
प्रभु लाइफको जीवन बीमा पोलिसि उपहार"
128,"
प्रभु लाइफले व्यतित बीमालेखको नवीकरणमा शत प्रतिशत छुट दिने"
129,"
नेपाल पुनर्बीमा कम्पनीको जीवन बीमा व्यवसायको नाफा यस वर्ष बढ्यो"
130,"
साथीको विवाहमा जीवन बीमा उपहार !"
131,"
जीवन बीमा कम्पनीहरुले गरे ८३ अर्बबढी बीमाशुल्क संकलन"
132,"
रिलायबल नेपाल लाइफद्धारा १२ थान सडक डिभाइडर सहयोग"
133,"
नेशनल लाईफको बीमाशुल्क क्यूआरबाट भुक्तानी गर्न सकिने"
134,"
आईपीओ जारी गर्न लागेको आइएमई लाइफले बोलायो साधारण सभा"
135,"
प्रभु लाईफका एमडिआरटी विजेता सम्मानित"
136,"
बीमा दावीको सिफारिस गर्दा सचेत बन्न सिलवालको आग्रह"
137,"
शाखा कार्यालयहरुबाटै बीमा दाबी भुक्तानी दिने व्यवस्था गछौः अध्यक्ष सिलवाल"
138,"
सिटिजन लाइफ इन्स्योरेन्सद्वारा सम्पत्ति शुद्धीकरण सम्बन्धी तालिम सञ्चालन"
139,"
अस्वस्थ प्रतिस्पर्धा नगर्न बीमा कम्पनीहरुलाई निर्देशन"
140,"
विपन्न वर्गको बीमा गर्न महानगरलाई सिलवालको आग्रह"
141,"
बीमा कम्पनीहरुले अभिकर्ता कमिशनमै खर्चिए करिब साढे ६ अर्ब"
142,"
तनहुँको आँबूखैरेनीमा बीमा सम्बन्धी अन्तरक्रिया कार्यक्रम सम्पन्न"
143,"
लुम्बिनी जनरल इन्स्योरेन्सद्धारा छात्रबृत्ति प्रदान"
144,"
एती एयरलाइन्स दुर्घटनाका मृतक परिवारलाई नेपाल लाइफद्वारा एक करोडबढि भुक्तानी"
145,"
मेटलाइफ लगातार दुईपटक विश्वको सबैभन्दा प्रशंसित कम्पनीको सूचीमा"
146,"
स्वास्थ्य बीमा वापतको ६ अर्ब ९१ करोड दावी भुक्तानी"
147,"
आईएमई लाइफ इन्स्योरेन्सको नाफा ५० प्रतिशतले बढ्यो"
148,"
लाइफ इन्स्योरेन्सको बीमा शुल्क आर्जनमा गिरावट"
149,"
एक्चुरी रिपोर्ट नआउँदा प्रभु र महालक्ष्मी लाइफको एकीकृत कारोबारमा ढिलाई"
150,"
बीमा रकम भुक्तानी नहुँदा ल्याब सेवा प्रभावित"
151,"
यूनियन लाइफ इन्स्योरेन्सको साधारण सभा सम्पन्न, बोनस दिने प्रस्ताव पारित"
152,"
रिलायबल नेपाल लाइफको खुद नाफा २१.९० प्रतिशतले बढ्यो"
153,"
घट्यो बीमा पोलिसी त्याग्नेको संख्या, खुशी हुनुपर्ने अवस्था भने छैन"
154,"
बढ्दै बीमाको पहुँच, बैदेशिक रोजगार बीमालेखमा ५२ प्रतिशतले वृद्धि"
155,"
नेपाल लाइफ इन्स्योरेन्सको  नाफामा २३७.२९% को उछाल"
156,"
मेटलाइफ फाउन्डेसनद्वारा पौरखी नेपाललाई ५० हजार अमेरिकी डलर सहयोग"
157,"
नेपाल लाइफले कमायो ४४ करोडभन्दा बढी नाफा"
158,"
जीवन बीमा कम्पनीहरुले गरे ७१ अर्ब भन्दाबढि बीमाशुल्क संकलन"
159,"
मर्जर प्रस्ताव पारितका लागि सानिमा र रिलायन्स लाईफले बोलाए साधारण सभा"
160,"
प्रदेश १ मा ‘महिला सशक्तिकरणमा–महालक्ष्मी लाईफ’ कार्यक्रम सम्पन्न"
161,"
कृषि तथा पशुपन्छीको बीमा दाबी प्रक्रियामा कम्पनीले जानकारी नदिएको गुनासो"
162,"
मर्जरका कारण रोकिएको तीन जीवन बीमा कम्पनीको शेयर कारोबार फुकुवा"
163,"
सिटिजन लाइफले प्रिमियममा आईपीओ निष्काशन गर्ने"
164,"
नेको इन्सुरेन्सको २७ औं वार्षिक साधारण सभा सम्पन्न"
165,"
सूर्यज्योति लाइफको नयाँ बोनसदर सार्वजनिक"
166,"
आइएमई लाइफले अधिकतम ७० रूपैयाँसम्म बोनस दिने"
167,"
अदानी समूहले १८,६४६ करोड रुपैयाँ गुमाए"
168,"
रिलायबल लाइफको ‘डाइनामिक क्युआर पेमेन्ट सिस्टम’ सञ्चालन"
169,"
नुवाकोटको दुप्चेश्वरमा बीमा सम्बन्धी अन्तरक्र्रिया कार्यक्रम सम्पन्न"
170,"
‘महिला सशक्तिकरणमा–महालक्ष्मी लाईफ’ कार्यक्रम २१ जिल्लामा सम्पन्न"
171,"
सूर्यज्योति लाइफ इन्स्योरेन्सको सेल्स कन्भेन्सन कार्यक्रम सम्पन्न"
172,"
छोरीको विवाहमा जीवन बीमा उपहार !"
173,"
नेशनल लाईफको एमडिआरटी सम्मान तथा तालिम कार्यक्रम सम्पन्न"
174,"
एशियन लाइफको नयाँ बोनस दर सार्वजनिक"
175,"
नेशनल लाइफ इन्स्योरेन्सको २ लाखभन्दा बढी कित्ता शेयर लिलामीमा"
176,"
सूर्यज्योतिको न्यानोपन अभियान देशभरी पुर्याइने"
177,"
बीमा अभिकर्ताको जिम्मा कम्पनीले लिनुपर्छः अध्यक्ष सिलवाल"
178,"
नेपाल लाइफ इन्स्योरेन्सले मच्चाउन थाल्यो 'धमाका'"
179,"
यतीको दुर्घटनामा मृत्यु भएकाको बीमा दावी भुक्तानीमा सहजीकरण गरिने"
180,"
यूनियन लाइफ इन्स्योरेन्स कम्पनीको लाभांश परिमार्जन"
181,"
मेट लाइफको नयाँ बोनसदर सार्वजनिक, कुन योजनामा कति ?"
182,"
प्राइम, गुराँस र युनियन लाइफ मिलेर हिमालयन लाइफ इन्स्योरेन्स बन्ने"
183,"
स्वास्थ्य बीमा वापतको ५ अर्ब ५९ करोड दावी भुक्तानी"
184,"
महिला सशक्तिकरणमा महालक्ष्मी लाईफ कार्यक्रम सम्पन्न"
185,"
प्रिमियममा आईपीओ जारी गर्ने प्रस्तावसहित सिटिजन लाइफले बोलायो  साधारण सभा"
186,"
नेपाल लाइफका अभिकर्तालाई अन्तर्राष्ट्रिय प्रशिक्षकद्धारा प्रशिक्षण"
187,"
सूर्यज्योति लाइफ बन्यो आइएसओ गुणस्तर चिन्ह प्राप्त बीमा कम्पनी"
188,"
स्वास्थ्य बीमा गर्नेहरूको सङ्ख्या ६२ लाख नाघ्यो, २५ अर्ब भन्दा बढी दाबी भुक्तानी"
189,"
रिलायन्स लाइफ इन्स्याेरेन्सले लाभांश नदिने"
190,"
एक वर्षमै ४५ दशमलव ४० प्रतिशतले बढ्यो जीवन बीमा गर्नेको सङ्ख्या, दायरामा समेत उल्लेख्य वृद्धि"
191,"
रिलायन्स लाइफले सार्वजनिक गर्यो नयाँ बोनसदर"
192,"
बीमा अभिकर्ता परीक्षा सम्बन्धी निर्देशिका सार्वजनिक"
193,"
बीमा क्षेत्रमा यसरी देखियो आर्थिक संकटको असर"
194,"
बजेटको १० प्रतिशत रकम बीमाका लागि छुट्याउनुपर्छः अध्यक्ष सिलवाल"
195,"
आइएमई लाइफको बीमाशुल्क संकलनमा उल्लेख्य वृद्धि"
196,"
जीवन बीमा कम्पनीको व्यवसाय २९.३५ प्रतिशतले बढ्यो"
197,"
एशियन लाईफकाे नयाँ जीवन बीमा योजना सार्वजनिक"
198,"
सन नेपाल लाइफको अभिकर्ता सम्मान तथा बिमा अभिमुखिकरण कार्यक्रम सम्पन्न"
199,"
प्रभु लाइफ इन्स्योरेन्सद्धारा बीमित परिवारलाई २० लाख भुक्तानी"
200,"
युनियन लाइफ इन्स्योरेन्सले गर्याे लाभांश प्रस्ताव"
201,"
नेशनल लाईफको गोसाईकुण्ड हेली टुर सम्पन्न"
202,"
प्रभु लाइफ इन्स्योरेन्सको शेयर कारोबार फुकुवा"
203,"
रुकुम पश्चिममा ‘महिला सशक्तिकरणमा-महालक्ष्मी लाईफ’ कार्यक्रम सम्पन्न"
204,"
सानिमा लाइफले शेयरधनीलाई लाभांश वितरण नगर्ने"
205,"
नेशनल लाईफ इन्स्योरेन्सको तीन दिने चेयरपर्सन कार्यक्रम सम्पन्न"
206,"
महालक्ष्मी लाईफको महिला सशक्तिकरण सम्बन्धी कार्यक्रम सम्पन्न"
207,"
सूर्या र ज्योति लाईफको एकिकृत कारोबार शुरु"
208,"
नबिल बैंकको घातक रोगबीमा कार्यक्रम, कसरी पाइन्छ यो सुविधा ?"
209,"
व्यापारीक घरानाको कब्जामा लघु बीमा, कर्मचारीको नाममा कम्पनी"
210,"
आइएमई डिजिटल सोलुसन प्रमुख कार्यकारी अधिकृतमा  रेग्मी नियूक्त"
211,"
एक महिनामै एक अर्बभन्दा बढीको बीमा पोलिसी सरेन्डर, एलआइसीको सबैभन्दा बढी"
212,"
महालक्ष्मी लाईफको सिईओमा भट्टराई पुनः नियुक्त"
213,"
जीवन बीमा कम्पनीहरुको बीमा शुल्क घट्यो, चार महिनामा ४६ अर्ब संकलन"
214,"
नेपाल लाइफ इन्स्योरेन्सले वितरण गर्याे नगद लाभांश"
215,"
स्वास्थ्य बीमा गर्दा छुट"
216,"
एशियन लाईफको बोनस शेयर शेयरधनीको हितग्राही खातामा जम्मा"
217,"
नेशनल लाईफ इन्स्योरेन्सको लाभांश पारित"
218,"
नेशनल लाईफ इन्स्योरेन्सको ३४ औँ वार्षिक साधारण सभा सम्पन्न"
219,"
सुर्खेतमा नेशनल लाइफको अभिकर्ता भेला तथा पुनर्ताजगी कार्यक्रम सम्पन्न"
220,"
अछाममा नेशनल लाईफको अभिकर्ता प्रशिक्षण कार्यक्रम सम्पन्न"
221,"
नेशनल लाईफद्धारा दुई दिने बीमा सचेतना कार्यक्रम सम्पन्न"
222,"
एशियन लाइफको बोनस शेयर नेप्सेमा सूचीकृत"
223,"
सात वटा माइक्रो इन्स्योरेन्सले  लाइसेन्स पाए"
224,"
तीन महिनामा २२ हजार भन्दाबढिले गरे बीमा पोलिसी सरेन्डर"
225,"
नेशनल लाइफको अभिकर्ता प्रशिक्षण कार्यक्रम सम्पन्न"
226,"
जीवन बीमक संघमा नयाँ नेतृत्व चयन"
227,"
नेपाल लाइफद्वारा ५ अर्ब रुपैयाँ मृत्यु दावी भुक्तानी"
228,"
नेपाल लाइफ इन्स्योरेन्सको लाभांश पारित"
229,"
नेशनल लाईफको अभिकर्ता भेला तथा सम्मान कार्यक्रम सम्पन्न"
230,"
नेशनल लाइफ इन्स्योरेन्सको लाभांश सुरक्षित गर्ने अन्तिम दिन बुधवार"
231,"
आईएमई लाइफका संस्थापकहरूले पूँजी थप्ने अवधि मंसिर २० गतेसम्मलाई तोकियो"
232,"
नेपाल लाइफद्वारा ५४ खर्ब ७६ अर्ब दावी भुक्तानी"
233,"
सूर्या लाईफ इन्स्योरेन्सको वार्षिक साधारणसभा सम्पन्न"
234,"
राष्ट्रिय बीमा कम्पनीको नाफा यस वर्ष १३ प्रतिशत घट्यो"
235,"
घट्यो जीवन बीमा कम्पनीको बीमाशुल्क, तीन महिनामा ३५ अर्ब संकलन"
236,"
जीवन बीमा कम्पनीले गरे ४ खर्ब ९७ अर्ब लगानी, नेपाल लाइफको सर्वाधिक"
237,"
नेपाल लाइफ इन्स्योरेन्सको नाफामा उल्लेख्य वृद्धि"
238,"
रिलायबल लाइफको नाफा ३५ प्रतिशतले बढ्यो, जीवन बीमा कोष ५ अर्ब १५ करोड"
239,"
ज्योति लाइफको पाँचौं वार्षिक साधारण सभा सम्पन्न, मर्जरको प्रस्ताव पारित"
240,"
सन नेपाल लाइफ इन्स्योरेन्सको नयाँ बोनसदर सार्वजनिक"
241,"
सूर्या लाइफ इन्स्योरेन्सले तीन महिनामा कमायो २० करोड ७३ लाखभन्दा बढी नाफा"
242,"
नेशनल लाईफ इन्स्योरेन्सको तीन दिने कार्यक्रम सम्पन्न"
243,"
बीमा समिति औपचारिक रुपमा प्राधिकरणमा रुपान्तरित"
244,"
एशियन लाइफले व्यतित बीमालेखमा ब्याज छुट दिने"
245,"
महालक्ष्मी लाईफद्धारा सम्पत्ति शुद्धीकरण निवारण सम्बन्धी तालिम सम्पन्न"
246,"
बैंक, बीमा र जलविद्युत क्षेत्रका १६ कम्पनीको लाभांश घोषणा"
247,"
जन्मदिनमा रिलायन्स लाइफको बाल जीवन बीमा पोलीसी उपहार"
248,"
सिटिजन लाइफको सप्ताहव्यापी कार्यक्रम सम्पन्न, १०७३ पिन्ट रगत संकलन"
249,"
रिलायबल नेपाल लाइफको आईपीओ जारी गर्ने प्रस्ताव पारित"
250,"
नेपाल लाइफले मंसिर ८ गते बोलायो साधारण सभा"
251,"
मर्जरको प्रस्ताव सहित सूर्या लाइफ र ज्योति लाइफले एकै दिन आह्वान गरे साधारण सभा"
252,"
सूर्या लाईफ र ज्योति लाईफ एकआपसमा मर्जरपछि यस्तो बन्ने छ"
253,"
बीमा सर्भेयरको विवरण सार्वजनिक, १ हजार २०९ जनाले गरे लाइसेन्स नविकरण"
254,"
प्राइम लाइफ इस्योरेन्सको लाभांश घोषणा, बोनस कति ?"
255,"
सिटिजन लाइफ इन्स्योरेन्सले शुरु गर्यो सप्ताहव्यापी कार्यक्रम"
256,"
आईएमई लाइफ इन्स्योरेन्सको संस्थापक शेयरधनीलाई सत प्रतिशत जम्मा गर्न अुनरोध"
257,"
भदौमा बीमा पोलिसी सरेन्डर गर्ने ४.३९ प्रतिशतले घटे"
258,"
सिटिजन लाइफ इन्स्योरेन्सको पाचौँ वार्सिकोत्सवमा सप्ताहव्यापी कार्यक्रम गरेर मनाइने"
259,"
नेपाल लाइफ इन्स्योरेन्सको नयाँ मोवाइल एप सार्वजनिक"
260,"
आईएमई लाइफ इन्स्योरेन्सको वार्षिक साधारण सभा सम्पन्न"
261,"
गुराँस लाइफ इन्स्योरेन्सको शेयरमूल्य समायोजन"
262,"
जीवन बीमा कम्पनीहरूले गरे १० अर्ब भन्दाबढि बीमा शुल्क संकलन"
263,"
सरकारले गर्यो स्वास्थ्य बीमा वापतको ६६ करोड ८१ लाख दावी भुक्तानी"
